"","単語","品詞名","文字数","出現数"
"853","they","PP",4,3
"854","are","VBP",3,3
"855","not","RB",3,3
"856","the","DT",3,3
"857","principles","NNS",10,3
"858","of","IN",2,3
"859","a","DT",1,3
"860","province","NN",8,3
"861","or","CC",2,3
"862","of","IN",2,3
"863","a","DT",1,3
"864","single","JJ",6,3
"865","continent","NN",9,3
"866","we","PP",2,3
"867","have","VBP",4,3
"868","known","VBN",5,3
"869","and","CC",3,3
"870","boasted","VBN",7,3
"871","all","DT",3,3
"872","along","IN",5,3
"873","that","WDT",4,3
"874","they","PP",4,3
"875","were","VBD",4,3
"876","the","DT",3,3
"877","principles","NNS",10,3
"878","of","IN",2,3
"879","a","DT",1,3
"880","liberated","JJ",9,3
"881","mankind","NN",7,3
"882","these","NNS",5,3
"883","therefore","RB",9,3
"884","are","VBP",3,3
"885","the","DT",3,3
"886","things","NNS",6,3
"887","we","PP",2,3
"888","shall","MD",5,3
"889","stand","VB",5,3
"890","for","IN",3,3
"891","whether","IN",7,3
"892","in","IN",2,3
"893","war","NN",3,3
"894","or","CC",2,3
"895","in","IN",2,3
"896","peace","NN",5,3
"897",":","SENT",1,3
"898","that","IN",4,4
"899","all","DT",3,4
"900","nations","NNS",7,4
"901","are","VBP",3,4
"902","equally","RB",7,4
"903","interested","JJ",10,4
"904","in","IN",2,4
"905","the","DT",3,4
"906","peace","NN",5,4
"907","of","IN",2,4
"908","the","DT",3,4
"909","world","NN",5,4
"910","and","CC",3,4
"911","in","IN",2,4
"912","the","DT",3,4
"913","political","JJ",9,4
"914","stability","NN",9,4
"915","of","IN",2,4
"916","free","JJ",4,4
"917","peoples","NNS",7,4
"918","and","CC",3,4
"919","equally","RB",7,4
"920","responsible","JJ",11,4
"921","for","IN",3,4
"922","their","PP$",5,4
"923","maintenance","NN",11,4
"924",";","SENT",1,4
"925","that","IN",4,5
"926","the","DT",3,5
"927","essential","JJ",9,5
"928","principle","NN",9,5
"929","of","IN",2,5
"930","peace","NN",5,5
"931","is","VBZ",2,5
"932","the","DT",3,5
"933","actual","JJ",6,5
"934","equality","NN",8,5
"935","of","IN",2,5
"936","nations","NNS",7,5
"937","in","IN",2,5
"938","all","DT",3,5
"939","matters","NNS",7,5
"940","of","IN",2,5
"941","right","NN",5,5
"942","or","CC",2,5
"943","privilege","NN",9,5
"944",";","SENT",1,5
"945","that","DT",4,6
"946","peace","NN",5,6
"947","cannot","MD",6,6
"948","securely","RB",8,6
"949","or","CC",2,6
"950","justly","RB",6,6
"951","rest","NN",4,6
"952","upon","IN",4,6
"953","an","DT",2,6
"954","armed","JJ",5,6
"955","balance","NN",7,6
"956","of","IN",2,6
"957","power","NN",5,6
"958",";","SENT",1,6
"959","that","IN",4,7
"960","governments","NNS",11,7
"961","derive","VB",6,7
"962","all","PDT",3,7
"963","their","PP$",5,7
"964","just","JJ",4,7
"965","powers","NNS",6,7
"966","from","IN",4,7
"967","the","DT",3,7
"968","consent","NN",7,7
"969","of","IN",2,7
"970","the","DT",3,7
"971","governed","VBN",8,7
"972","and","CC",3,7
"973","that","IN",4,7
"974","no","DT",2,7
"975","other","JJ",5,7
"976","powers","NNS",6,7
"977","should","MD",6,7
"978","be","VB",2,7
"979","supported","VBN",9,7
"980","by","IN",2,7
"981","the","DT",3,7
"982","common","JJ",6,7
"983","thought","NN",7,7
"984","purpose","NN",7,7
"985","or","CC",2,7
"986","power","NN",5,7
"987","of","IN",2,7
"988","the","DT",3,7
"989","family","NN",6,7
"990","of","IN",2,7
"991","nations","NNS",7,7
"992",";","SENT",1,7
"993","that","IN",4,8
"994","the","DT",3,8
"995","seas","NNS",4,8
"996","should","MD",6,8
"997","be","VB",2,8
"998","equally","RB",7,8
"999","free","JJ",4,8
"1000","and","CC",3,8
"1001","safe","JJ",4,8
"1002","for","IN",3,8
"1003","the","DT",3,8
"1004","use","NN",3,8
"1005","of","IN",2,8
"1006","all","DT",3,8
"1007","peoples","NNS",7,8
"1008","under","IN",5,8
"1009","rules","NNS",5,8
"1010","set","VBN",3,8
"1011","up","RP",2,8
"1012","by","IN",2,8
"1013","common","JJ",6,8
"1014","agreement","NN",9,8
"1015","and","CC",3,8
"1016","consent","NN",7,8
"1017","and","CC",3,8
"1018","that","IN",4,8
"1019","so","RB",2,8
"1020","far","RB",3,8
"1021","as","RB",2,8
"1022","practicable","JJ",11,8
"1023","they","PP",4,8
"1024","should","MD",6,8
"1025","be","VB",2,8
"1026","accessible","JJ",10,8
"1027","to","TO",2,8
"1028","all","DT",3,8
"1029","upon","IN",4,8
"1030","equal","JJ",5,8
"1031","terms","NNS",5,8
"1032",";","SENT",1,8
"1033","that","IN",4,9
"1034","national","JJ",8,9
"1035","armaments","NNS",9,9
"1036","shall","MD",5,9
"1037","be","VB",2,9
"1038","limited","VBN",7,9
"1039","to","TO",2,9
"1040","the","DT",3,9
"1041","necessities","NNS",11,9
"1042","of","IN",2,9
"1043","national","JJ",8,9
"1044","order","NN",5,9
"1045","and","CC",3,9
"1046","domestic","JJ",8,9
"1047","safety","NN",6,9
"1048",";","SENT",1,9
"1049","that","IN",4,10
"1050","the","DT",3,10
"1051","community","NN",9,10
"1052","of","IN",2,10
"1053","interest","NN",8,10
"1054","and","CC",3,10
"1055","of","IN",2,10
"1056","power","NN",5,10
"1057","upon","IN",4,10
"1058","which","WDT",5,10
"1059","peace","NN",5,10
"1060","must","MD",4,10
"1061","henceforth","RB",10,10
"1062","depend","VB",6,10
"1063","imposes","VBZ",7,10
"1064","upon","IN",4,10
"1065","each","DT",4,10
"1066","nation","NN",6,10
"1067","the","DT",3,10
"1068","duty","NN",4,10
"1069","of","IN",2,10
"1070","seeing","VBG",6,10
"1071","to","TO",2,10
"1072","it","PP",2,10
"1073","that","IN",4,10
"1074","all","DT",3,10
"1075","influences","NNS",10,10
"1076","proceeding","VBG",10,10
"1077","from","IN",4,10
"1078","its","PP$",3,10
"1079","own","JJ",3,10
"1080","citizens","NNS",8,10
"1081","meant","VBN",5,10
