"","単語","品詞名","文字数","出現数"
"856","of","IN",2,15
"857","our","PP$",3,15
"858","past","NN",4,15
"859","remains","VBZ",7,15
"860","the","DT",3,15
"861","challenge","NN",9,15
"862","of","IN",2,15
"863","our","PP$",3,15
"864","future","NN",6,15
"865","will","MD",4,15
"866","we","PP",2,15
"867","be","VB",2,15
"868","one","CD",3,15
"869","nation","NN",6,15
"870","one","CD",3,15
"871","people","NNS",6,15
"872","with","IN",4,15
"873","one","CD",3,15
"874","common","JJ",6,15
"875","destiny","NN",7,15
"876","or","CC",2,15
"877","not","RB",3,15
"878","will","MD",4,15
"879","we","PP",2,15
"880","all","RB",3,15
"881","come","VBP",4,15
"882","together","RB",8,15
"883","or","CC",2,15
"884","come","VB",4,15
"885","apart","RP",5,15
"886","the","DT",3,15
"887","divide","NN",6,15
"888","of","IN",2,15
"889","race","NN",4,15
"890","has","VBZ",3,15
"891","been","VBN",4,15
"892","america","VBG",7,15
"893","constant","JJ",8,15
"894","curse","NN",5,15
"895","and","CC",3,15
"896","each","DT",4,15
"897","new","JJ",3,15
"898","wave","NN",4,15
"899","of","IN",2,15
"900","immigrants","NNS",10,15
"901","gives","VBZ",5,15
"902","new","JJ",3,15
"903","targets","NNS",7,15
"904","to","TO",2,15
"905","old","JJ",3,15
"906","prejudices","NNS",10,15
"907","prejudice","NN",9,15
"908","and","CC",3,15
"909","contempt","NN",8,15
"910","cloaked","VBN",7,15
"911","in","IN",2,15
"912","the","DT",3,15
"913","pretense","NN",8,15
"914","of","IN",2,15
"915","religious","JJ",9,15
"916","or","CC",2,15
"917","political","JJ",9,15
"918","conviction","NN",10,15
"919","are","VBP",3,15
"920","no","RB",2,15
"921","different","JJ",9,15
"922","these","DT",5,15
"923","forces","NNS",6,15
"924","have","VBP",4,15
"925","nearly","RB",6,15
"926","destroyed","VBN",9,15
"927","our","PP$",3,15
"928","nation","NN",6,15
"929","in","IN",2,15
"930","the","DT",3,15
"931","past","NN",4,15
"932","they","PP",4,15
"933","plague","VBP",6,15
"934","us","PP",2,15
"935","still","RB",5,15
"936","they","PP",4,15
"937","fuel","VB",4,15
"938","the","DT",3,15
"939","fanaticism","NN",10,15
"940","of","IN",2,15
"941","terror","NN",6,15
"942","and","CC",3,15
"943","they","PP",4,15
"944","torment","VBP",7,15
"945","the","DT",3,15
"946","lives","NNS",5,15
"947","of","IN",2,15
"948","millions","NNS",8,15
"949","in","IN",2,15
"950","fractured","JJ",9,15
"951","nations","NNS",7,15
"952","all","RB",3,15
"953","around","IN",6,15
"954","the","DT",3,15
"955","world","NN",5,15
"956","these","DT",5,15
"957","obsessions","NNS",10,15
"958","cripple","NN",7,15
"959","both","CC",4,15
"960","those","DT",5,15
"961","who","WP",3,15
"962","hate","VBP",4,15
"963","and","CC",3,15
"964","of","IN",2,15
"965","course","NN",6,15
"966","those","DT",5,15
"967","who","WP",3,15
"968","are","VBP",3,15
"969","hated","VBN",5,15
"970","robbing","VBG",7,15
"971","both","DT",4,15
"972","of","IN",2,15
"973","what","WP",4,15
"974","they","PP",4,15
"975","might","MD",5,15
"976","become","VB",6,15
"977","we","PP",2,15
"978","cannot","MD",6,15
"979","we","PP",2,15
"980","will","MD",4,15
"981","not","RB",3,15
"982","succumb","VB",7,15
"983","to","TO",2,15
"984","the","DT",3,15
"985","dark","JJ",4,15
"986","impulses","NNS",8,15
"987","that","WDT",4,15
"988","lurk","VBP",4,15
"989","in","IN",2,15
"990","the","DT",3,15
"991","far","JJ",3,15
"992","regions","NNS",7,15
"993","of","IN",2,15
"994","the","DT",3,15
"995","soul","NN",4,15
"996","everywhere","RB",10,15
"997","we","PP",2,15
"998","shall","MD",5,15
"999","overcome","VB",8,15
"1000","them","PP",4,15
"1001","and","CC",3,15
"1002","we","PP",2,15
"1003","shall","MD",5,15
"1004","replace","VB",7,15
"1005","them","PP",4,15
"1006","with","IN",4,15
"1007","the","DT",3,15
"1008","generous","JJ",8,15
"1009","spirit","NN",6,15
"1010","of","IN",2,15
"1011","a","DT",1,15
"1012","people","NNS",6,15
"1013","who","WP",3,15
"1014","feel","VBP",4,15
"1015","at","IN",2,15
"1016","home","NN",4,15
"1017","with","IN",4,15
"1018","one","CD",3,15
"1019","another","DT",7,15
"1020","our","PP$",3,15
"1021","rich","JJ",4,15
"1022","texture","NN",7,15
"1023","of","IN",2,15
"1024","racial","JJ",6,15
"1025","religious","JJ",9,15
"1026","and","CC",3,15
"1027","political","JJ",9,15
"1028","diversity","NN",9,15
"1029","will","MD",4,15
"1030","be","VB",2,15
"1031","a","DT",1,15
"1032","godsend","NN",7,15
"1033","in","IN",2,15
"1034","the","DT",3,15
"1035","21","CD",2,15
"1036","st","NN",2,15
"1037","century","NN",7,15
"1038","great","JJ",5,15
"1039","rewards","NNS",7,15
"1040","will","MD",4,15
"1041","come","VB",4,15
"1042","to","TO",2,15
"1043","those","DT",5,15
"1044","who","WP",3,15
"1045","can","MD",3,15
"1046","live","VB",4,15
"1047","together","RB",8,15
"1048","learn","VBP",5,15
"1049","together","RB",8,15
"1050","work","VB",4,15
"1051","together","RB",8,15
"1052","forge","VB",5,15
"1053","new","JJ",3,15
"1054","ties","NNS",4,15
"1055","that","WDT",4,15
"1056","bind","VBP",4,15
"1057","together","RB",8,15
"1058","as","IN",2,15
"1059","this","DT",4,15
"1060","new","JJ",3,15
"1061","era","NN",3,15
"1062","approaches","VBZ",10,15
"1063","we","PP",2,15
"1064","can","MD",3,15
"1065","already","RB",7,15
"1066","see","VB",3,15
"1067","its","PP$",3,15
"1068","broad","JJ",5,15
"1069","outlines","VBZ",8,15
"1070","ten","CD",3,15
"1071","years","NNS",5,15
"1072","ago","RB",3,15
"1073","the","DT",3,15
"1074","internet","NN",8,15
"1075","was","VBD",3,15
"1076","the","DT",3,15
"1077","mystical","JJ",8,15
"1078","province","NN",8,15
"1079","of","IN",2,15
"1080","physicists","NNS",10,15
"1081",";","SENT",1,15
"1082","today","NN",5,16
"1083","it","PP",2,16
"1084","is","VBZ",2,16
